,kialoUrlId,tags
256,is-pope-francis-a-good-pope-9467,"['Religion', 'Christianity', 'Ethics', 'Catholicism', 'Pope']"
257,should-public-nudity-be-legal-16068,"['Society', 'Culture', 'Gender', 'Law']"
258,should-steroid-use-in-sports-be-allowed-8764,"['Ethics', 'Society', 'Sports', 'Health']"
259,should-copyright-be-abolished-27376,"['Law', 'Art', 'Copyright', 'Authors']"
260,are-corporate-mergers-and-acquisitions-not-beneficial-to-society-57036,"['Corporations', 'Companies']"
261,is-cultural-diversity-beneficial-to-develop-a-successful-organisation-25000,"['Culture', 'Business', 'Economics', 'Society', 'Jobs']"
262,would-a-socialist-economy-work-better-than-a-capitalist-economy-27936,"['Socialism', 'Capitalism', 'Economics', 'Economy']"
263,is-water-wet-6298,"['Philosophy', 'Science']"
264,should-all-transgender-athletes-have-to-compete-in-mens-divisions-21194,"['Equality', 'Sports', 'Transgender', 'Gender', 'LGBTQ']"
265,is-civil-disobedience-in-a-democracy-morally-justified-64275,"['Morality', 'Laws']"
266,le-tirage-au-sort-des-parlementaires-est-il-une-alternative-souhaitable-à-lélection--50716,['Politique']
267,quale-partito-dovrebbero-votare-gli-italiani-alle-prossime-elezioni-politiche-9131,"['Politica', 'M5S', 'PD', 'ForzaItalia', 'Lega', 'SondaggiElettorali', 'Elezioni', 'Voti', 'Berlusconi', 'Sondaggi', 'Parlamento', 'Senato', 'Italia']"
268,is-chess-a-sport-59931,"['Chess', 'Sports']"
269,should-compulsory-school-education-focus-on-science-rather-than-humanities-33519,"['Europe', 'Education', 'STEM', 'Humanities']"
270,should-life-skills-be-taught-in-k12-school-7871,"['Education', 'School', 'Children', 'Learning']"
271,does-the-european-union-lack-the-necessary-public-discourse-to-function-properly-9906,"['EU', 'Europe', 'Politics', 'Democracy', 'Media']"
272,is-darwinian-evolution-philosophy-or-science-18393,"['Evolution', 'Science', 'Philosophy', 'Faith']"
273,is-crowd-sourced-information-reliable-16422,"['Education', 'Media', 'Society']"
274,russia-is-no-enemy-of-the-west-16751,"['Europe', 'USA', 'World', 'War', 'Politics']"
275,should-protesting-in-front-of-abortion-clinics-be-prohibited-2217,"['Society', 'Ethics', 'Abortion', 'Law', 'Health']"
276,is-premarital-sex-immoral-47027,"['Sex', 'Marriage', 'Ethics', 'Morality', 'Philosophy']"
277,should-we-kill-the-dying-animal-60027,"['Euthanasia', 'Dying', 'Animal']"
278,would-a-genderless-society-be-better-16617,"['Society', 'Philosophy', 'Ethics', 'Gender', 'LGBTQ']"
279,does-the-bible-say-that-abortion-is-wrong-57981,"['Bible', 'Religion', 'Abortion']"
280,should-the-internet-be-regulated-13282,"['Internet', 'Governance', 'Law', 'Business', 'Privacy']"
281,should-we-adapt-to-climate-change-rather-than-avert-it-31679,"['Climate-Change', 'Adaptations', 'Environment']"
282,will-cryptocurrencies-replace-fiat-currencies-12952,"['Economics', 'Society', 'Law', 'Blockchain', 'Cryptocurrency', 'Crypto']"
283,who-is-the-better-player-messi-or-ronaldo-41573,"['Sports', 'Sport', 'Football', 'Soccer', 'Messi', 'Ronaldo']"
284,should-messi-return-to-barcelonia-63229,"['Sport', 'Football', 'Soccer']"
285,should-veganvegetarian-parents-feed-their-kids-the-same-diet-23139,"['Vegan', 'Vegetarian', 'Education', 'Children']"
286,están-preparados-los-estudiantes-para-el-método-de-aula-invertida-41530,"['Educación', 'Aula', 'TiC']"
287,should-infant-circumcision-be-banned-13673,"['Health', 'HumanRights', 'Religion', 'Ethics', 'Children', 'Parenting']"
288,should-empathy-be-taught-in-school-9812,"['Ethics', 'Education', 'Civil', 'Civic', 'Society']"
289,does-science-justify-atheism-9967,"['Philosophy', 'Science', 'Religion']"
290,video-games-with-a-pixel-art-style-are-overdone-15091,"['Gaming', 'Games', 'Art', 'PixelArt']"
291,should-higher-education-be-publicly-funded-7565,"['Education', 'College', 'Politics', 'Taxation']"
292,a-bar-of-soap-is-better-than-a-bottle-of-shower-gel-21205,"['Health', 'Society']"
293,does-god-draw-man-through-irresistible-grace-49082,"['Calvinism', 'TULIP', 'FreeWill']"
294,should-social-media-platforms-be-regulated-by-the-government-37673,"['SocialMedia', 'Politics', 'News', 'Community', 'Fakenews', 'Platform']"
295,the-trolley-problem-whats-the-right-solution-921,"['Ethics', 'Philosophy', 'Trolley', 'AI', 'Cars']"
296,industrialized-agriculture-is-doing-more-harm-to-humanity-than-good-58686,"['Organic', 'Permaculture', 'Agriculture', 'Farming']"
297,governments-should-impose-methods-of-population-control-4615,"['Ethics', 'Health', 'Politics', 'Population', 'Government']"
298,do-gun-control-laws-reduce-crime-8319,"['Gun', 'Law', 'Violence', 'Justice']"
299,is-jesus-the-messiah-15593,"['Religion', 'Christianity', 'Judaism', 'Islam']"
300,should-aborting-a-disabled-child-be-legal-6288,"['Ethics', 'Law', 'Politics', 'Children', 'HumanRights', 'Abortion']"
301,corporate-entities-licensed-by-the-government-should-be-permitted-to-hack-back-when-attacked-via-the-internet-17099,"['Hacking', 'Cybersecurity', 'Internet']"
302,should-puberty-be-delayed-in-children-experiencing-gender-dysphoria-9359,"['Gender', 'Health', 'LGBTQ', 'Children', 'Transgender']"
303,should-an-artificial-general-intelligence-be-created-3529,"['AI', 'Ethics', 'Technology', 'Science']"
304,the-existence-of-santa-claus-51234,['Religion']
305,digital-piracy-good-or-bad-11289,"['Ethics', 'Technology', 'Software', 'Piracy', 'VideoGames']"
306,should-religious-conversion-be-easy-13518,['Religion']
307,has-mary-supernaturally-appeared-to-anyone-55801,"['Christianity', 'Catholic', 'Miracle', 'Religion']"
308,the-baphomet-statue-should-be-installed-at-the-arkansas-court-house-18131,"['Religion', 'Law', 'FreeSpeech', 'Politics']"
309,are-jehovahs-witnesses-the-most-accurate-church-43108,"['Religion', 'Christianity', 'Bible', 'Watchtower', 'Unitarian', 'Trinity']"
310,should-infants-be-baptized-57950,"['Christianity', 'Baptism', 'Infants', 'Religion']"
311,should-women-be-allowed-to-become-priests-60366,"['Religion', 'Christianity', 'Catholicism', 'Protestantism', 'Women', 'Gender']"
312,how-should-we-understand-the-eucharistlords-supper-51467,"['God', 'Religion', 'Christianity', 'Bible', 'Transubstantiation']"
313,is-scientism-a-religion-35624,"['Scientism', 'Science', 'Religion', 'Belief']"
314,is-science-becoming-increasingly-distorted-and-losing-objectivity-50705,"['Science', 'Scientism', 'Politics', 'Society', 'Philosophy', 'History']"
315,ai-will-not-supplant-humans-in-creating-art-30378,"['Art', 'Blues', 'AI']"
316,is-western-culture-superior-to-other-cultures-35542,"['Culture', 'Europe', 'UnitedStates', 'Politics', 'Philosophy', 'Ethics']"
317,wird-die-coronavirus-pandemie-langfristige-auswirkungen-auf-die-gesellschaft-haben-40660,"['COVID-19', 'Coronavirus', 'Pandemie', 'Gesellschaft']"
318,is-political-correctness-detrimental-to-society-14247,"['Society', 'Philosophy', 'Culture', 'Politics']"
319,does-the-gender-binary-correspond-to-the-sex-binary-7347,"['Sex', 'Gender', 'GenderTheory', 'Biology', 'Sociology']"
320,the-bible-contains-contradictions-43783,"['Christianity', 'Bible', 'Atheism', 'God']"
321,is-“wednesday”-a-better-show-than-stranger-things-60831,"['Netflix', 'Entertainment', 'Wednesday', 'StrangerThings', 'TV', 'Horror']"
322,did-thanos-do-anything-wrong-21532,"['Ethics', 'Comics', 'Entertainment', 'Humans', 'Movies']"
323,ocean-exploration-should-be-of-higher-priority-than-space-exploration-the-coming-decade-51094,"['Ocean', 'Space', 'Exploration', 'Knowledge', 'Expansion']"
324,what-are-the-inalienable-rights-49985,"['Politics', 'UnitedStates', 'Constitution', 'Rights', 'Philosophy']"
325,should-people-rely-on-money-to-survive-30787,"['Money', 'Society', 'Justice']"
326,gender-stereotyping-in-advertising-should-be-banned-10074,"['Feminism', 'Gender', 'Marketing', 'Advertising']"
327,is-a-universal-basic-income-a-good-idea-for-the-future-49318,"['Policy', 'Economics', 'EconomicInequality', 'Money', 'Future']"
328,should-high-quality-childcare-be-provided-free-of-charge-to-all-americans--61124,"['Childcare', 'Education', 'Families']"
329,should-the-institution-of-prison-be-eliminated--57526,"['Criminality', 'Punishment', 'Prison']"
330,should-all-deductions-and-exemptions-be-eliminated-from-the-us-system-of-income-tax-collection-57778,['Taxes']
331,is-it-ethically-wrong-to-watch-pornography-5428,"['Ethics', 'Sex', 'Feminism', 'Women', 'Internet']"
332,is-artificial-general-intelligence-agi-a-threat-to-humanity-13520,"['Science', 'Future', 'Ethics', 'Artificial', 'Intelligence']"
333,is-having-children-selfish-9284,"['Children', 'Ethics', 'Philosophy', 'Parents', 'Society', 'Antinatalism']"
334,should-general-ai-have-fundamental-rights-6295,"['AI', 'Ethics', 'Law', 'Technology', 'Rights']"
335,does-pineapple-belong-on-pizza-10104,"['Food', 'Pizza', 'Hawaiian', 'Pineapple']"
336,has-christianity-been-bad-for-western-civilization-57053,"['Religion', 'Christianity', 'Western']"
337,should-there-be-any-limit-to-freedom-of-speech-3253,"['Politics', 'Law', 'Philosophy', 'Speech']"
338,should-inheritance-be-abolished-21064,"['Politics', 'Economics', 'Equality', 'Inheritance']"
339,are-ufos-real-64046,"['Aliens', 'UFO', 'Extra-terrestial', 'Science']"
340,is-space-exploration-a-waste-of-money-31484,"['Space', 'Earth', 'Technology']"
341,was-covid-19-more-dangerous-than-regular-flu-viruses-34602,"['Coronavirus', 'COVID-19', 'Health']"
342,which-nintendo-game-is-best-58006,"['Nintendo', 'Zelda', 'Mario', 'Kirby', 'Pikmen', 'Splatoon']"
343,are-big-corporations-beneficial-to-society-30639,"['Corporations', 'Society', 'Business']"
344,should-finland-have-joined-nato-62876,"['Security', 'War', 'Finland', 'NATO', 'Russia']"
345,should-cycling-have-stricter-rules-45545,"['Cycling', 'Transportation', 'Safety', 'Law', 'Traffic']"
346,should-the-space-exploration-budget-be-increased-24877,"['Science', 'Space', 'Economics']"
347,which-is-better-manga-or-anime-40406,"['Anime', 'Manga', 'Japan']"
348,should-gerrymandering-be-abolished-8267,"['Politics', 'USA', 'Gerrymandering']"
349,what-is-the-best-diet-for-human-health-and-well-being-7121,"['Health', 'Humans', 'Society', 'Medicine', 'Food']"
350,vale-imparare-litaliano-come-lingua-straniera-20986,"['Italiano', 'Lengua', 'Apprendimento', 'Studenti']"
351,il-faut-empêcher-langlais-au-québec-20989,"['Anglais', 'Français', 'Loi', 'Politique', 'Langue', 'Canada', 'Québec']"
352,should-zoos-be-illegal-excluding-rescue-zoos-34942,"['Zoos', 'Animals', 'Empathy']"
353,should-schools-push-back-start-times-18510,"['School', 'Education', 'Health']"
354,should-the-us-adopt-a-single-payer-health-care-system-12945,"['Health', 'Politics', 'Government']"
355,was-the-iraq-war-fought-for-the-interests-of-us-oil-corporations-61714,"['Politics', 'USA', 'War', 'Business', 'World', 'Policy']"
356,logical-fallacies-can-be-used-to-make-a-point-63162,"['Logic', 'Philosophy', 'Politics']"
357,is-face-to-face-learning-better-than-online-57568,"['School', 'Learning', 'Debate', 'Education']"
358,should-asia-form-a-union-similar-to-the-eu-63785,"['Asia', 'Organization', 'Military', 'Economics']"
359,will-the-impact-of-ai-in-the-educational-sector-be-positive-4049,"['AI', 'Education', 'Ethics', 'Privacy', 'Philosophy']"
360,are-the-roots-of-the-israel-palestine-conflict-antisemitic-64539,"['Israel', 'Palestine', 'USA', 'Judaism', 'Gaza']"
361,should-mobile-phones-be-used-in-the-classroom-9196,"['Technology', 'Mobile', 'Classroom']"
362,should-food-service-workers-be-required-to-wear-gloves-7944,"['Microbiology', 'Food', 'Science', 'Bacteria', 'Safety', 'Health', 'Medicine', 'Law']"
363,what-is-the-best-solution-to-the-israelpalestine-conflict-29615,"['Israel', 'Politics', 'Geography', 'Palestine', 'Religion']"
364,is-objectivity-possible-30743,['Philosophy']
365,would-a-non-monetary-economy-be-ideal-38924,"['Economics', 'Non-monetary', 'Moneyless', 'Capitalism', 'StarTrek', 'Utopia']"
366,children-should-be-raised-in-atheism-43827,"['Atheism', 'Religion', 'God']"
367,does-the-wagner-insurrection-spell-the-end-for-putin-63435,"['Russia', 'War', 'Politics']"
368,is-astrology-a-valid-practice-8911,"['Space', 'Future', 'Science', 'Spirituality']"
369,le-macchine-possono-pensare-42870,['Daria.motta@hotmail.it']
370,is-there-a-limit-to-free-speech-15611,"['Ethics', 'Society', 'FreeSpeech', 'Religion']"
371,should-human-life-be-valued-above-animal-life-4148,"['Vegan', 'Animals', 'Humans', 'Life', 'Ethics']"
372,should-the-united-kingdom-ban-the-burqa-and-niqab-7661,"['Politics', 'Ethics', 'Law', 'UK', 'Gender', 'Islam']"
373,should-humans-act-to-fight-climate-change-4540,"['Science', 'Humans', 'Society', 'Environment', 'Climate']"
374,should-the-death-penalty-be-abolished-28302,"['Justice', 'Politics', 'Moral', 'Society']"
375,should-private-schools-be-banned-12828,"['Education', 'Equality', 'Freedom', 'Business']"
376,should-citizens-be-able-to-crowdsource-laws-3454,"['Politics', 'Law', 'Legislation', 'Government', 'Democracy', 'Internet']"
377,should-evangelicals-vote-for-trump-30347,"['Religion', 'USA', 'Politics', 'Trump']"
378,do-ghosts-exist-56154,"['Paranormal', 'Ghosts', 'Supernatural']"
379,are-trans-women-real-women-57536,"['Transgender', 'LGBTQ', 'Gender', 'Trans']"
380,who-founded-rock-music-63885,['Music']
381,does-american-foreign-policy-protect-business-interests-61464,"['Business', 'USA', 'ForeignPolicy', 'Capitalism']"
382,what-criteria-can-we-use-to-distinguish-between-knowledge-belief-and-opinion-51784,"['Philosophy', 'Epistemology', 'TOK']"
383,is-earth-flat-instead-of-a-sphere-7216,"['FlatEarthTheory', 'CriticalThinking', 'FalseTheories', 'Earth', 'CrowdManipulation', 'Truth']"
384,who-should-self-driving-cars-kill-1546,"['Technology', 'Ethics', 'Cars', 'Law', 'AI']"
385,should-the-uk-remain-in-the-eu-if-the-only-alternative-is-a-hard-brexit-8708,"['Brexit', 'EU', 'UK', 'Europe', 'Politics']"
386,is-islam-compatible-with-feminism-14103,"['Islam', 'Feminism', 'Women']"
387,what-is-the-best-writing-advice-37947,"['Writing', 'Art', 'Fantasy', 'Novel', 'Narration', 'Literature']"
388,are-dating-apps-any-good-61711,"['Dating', 'Sex', 'Relationsips', 'Internet', 'Apps']"
389,il-faut-rétablir-la-peine-de-mort-!-6067,"['Justice', 'Violence']"
390,la-détention-darmes-a-feu-doit-être-légalisé-41825,"['Armes', 'Fusillade', 'Terrorisme', 'Chasse', 'Tir']"
391,should-we-create-new-simple-formal-unambiguous-language-56151,"['Languages', 'Formal']"
392,are-overlanding-and-offroading-bad-for-the-environment-41155,"['Environment', 'Cars', 'Overland', 'Camping', 'Naturerights', 'Jeep']"
393,is-ai-in-need-of-preemptive-rules-and-regulations-60938,"['Artificial', 'Intelligence', 'AI', 'Humanity']"
394,should-comprehensive-sex-education-be-mandatory-4401,"['Sex', 'Education', 'Policy', 'School']"
395,technologie-vs-urgence-climatique-et-épuisement-des-ressources-61104,"['Ressources', 'Climat', 'Technologie', 'Décroissance', 'Low-tech', 'Sobriété']"
396,should-public-entities-use-only-open-source-software-8752,"['Ethics', 'Software', 'Technology', 'OpenSource', 'Government', 'Policy']"
397,does-hell-exist-8040,"['Christianity', 'Religion', 'God', 'Faith']"
398,how-should-we-construct-a-robot-tax-redistribution-of-ai-economic-gains-61753,"['Taxation', 'AI', 'Automation', 'Economics', 'Jobs', 'UBI']"
399,should-cyberbullying-be-criminalized-33211,"['Politics', 'Cyberbullying', 'SocialMedia', 'Protection', 'Online', 'Internet']"
400,which-is-the-better-game-engine-for-hobby-game-developers-unity-or-unreal-40975,"['VideoGames', 'Gamedevelopment', 'UnrealEngine', 'UnityEngine', 'C++', 'C#']"
401,could-we-fight-sociopolitical-divide-by-teaching-children-ethics-and-philosophy-58672,"['Divide', 'Political', 'Social', 'Philosophy', 'Teaching', 'Children']"
402,has-new-atheism-been-a-failure-53584,"['Religion', 'Atheism', 'Philosophy', 'Literature']"
403,should-the-electoral-college-be-abolished-2469,"['History', 'Politics', 'USA', 'Government', 'Elections', 'America']"
404,should-florida-pass-sb-1364-everglades-protection-area-64919,"['Everglades', 'Florida', 'Legislation']"
405,should-florida-pass-hb-887-guardianship-64921,"['Florida', 'Legislation']"
406,should-florida-pass-sb-248-medical-negligence-64916,"['Health', 'Medicine', 'Florida', 'Legislation']"
407,why-are-not-there-many-democratically-managed-private-companies-52939,"['Society', 'Business']"
408,are-the-2024-pakistan-elections-legitimate-65039,"['Pakistan', 'Elections', 'Asia', 'Democracy']"
409,do-we-need-nuclear-power-for-sustainable-energy-production-6182,"['Technology', 'Environment', 'ClimateChange', 'Nuclear', 'Energy']"
410,should-college-cost-be-more-regulated-in-addition-to-the-student-loan-repayment-restructuring-33576,"['College', 'Cost', 'Tuition', 'Price', 'Pricetag', 'Education']"
411,noahs-flood-was-global-48420,"['Bible', 'Christianity', 'God', 'Creationism', 'Evolution', 'Geology']"
412,slovensko-je-hodnotovo-vyprázdnená-krajina-60079,"['Slovakia', 'Politics', 'Values']"
413,should-middle-eastern-countries-launch-a-joint-on-ground-opposition-to-israel-in-support-of-gaza-64540,"['War', 'Middleeast', 'Israel', 'Gaza']"
414,can-non-medical-abortion-be-morally-justified-58882,"['Abortion', 'Ethics', 'Morality', 'Sentience', 'Rights', 'Body']"
415,does-the-bible-support-the-conclusion-that-homosexuality-is-a-sin-against-god-18187,"['Homosexuality', 'Religion', 'Scripture', 'Interpretation', 'Sexuality', 'God']"
416,what-are-the-necessary-conditions-for-genuine-science-59916,"['Philosophy', 'History', 'Science']"
417,is-blasphemy-a-symbolic-act-meriting-constitutional-protections-58880,"['Religion', 'Retaliation', 'Freedom', 'Speech', 'Secularism']"
418,should-keybase-team-names-be-locked-29494,"['Software', 'Cryptography', 'Online', 'Communication']"
419,ethical-and-practical-implications-of-murder-on-a-society-44117,"['Philosophy', 'Society']"
420,should-parents-who-dont-vaccinate-their-children-be-fined-if-the-child-gets-a-vaccine-preventable-illness-9269,"['Vaccines', 'Health', 'Science', 'NoVax', 'Parents']"
421,after-the-islamic-republic-era-what-governing-system-should-iran-adopt-64268,"['Politics', 'Society', 'Government', 'Democracy', 'HumanRights']"
422,does-the-nintendo-switch-have-the-best-game-exclusives-out-of-all-the-consoles-33046,"['Technology', 'Gaming', 'Nintendo', 'Console']"
423,should-birth-control-be-free-63432,"['Contraceptives', 'BirthControl', 'Pills', 'Condoms', 'Babies', 'Abortion']"
424,quel-régime-entre-la-monarchie-et-la-démocratie-siérait-le-mieux-à-la-france--29353,"['Société', 'Gouvernement', 'Philosophie', 'France', 'Français']"
425,should-burning-the-quran-be-illegal-63678,"['FreeSpeech', 'Quran', 'Islam', 'Religion', 'Muslim', 'Faith']"
426,should-there-be-automatic-voter-registration-in-the-us-9716,"['Elections', 'Law', 'Politics', 'Society']"
427,can-ai-be-trusted-50848,"['Ai', 'Trust', 'Transparency', 'Ethics']"
428,is-lebron-james-better-than-michael-jordan-14860,"['NBA', 'Basketball', 'Sports', 'Entertainment']"
429,which-religion-best-supports-science-47313,"['Science', 'Religion', 'Rationality', 'Epistemology', 'History']"
430,should-religious-education-that-promotes-a-certain-faith-or-religion-be-abolished-in-schools-8522,"['Religion', 'Ethics', 'Education', 'School', 'Faith']"
431,wie-ist-vermittelbar-dass-effektive-nachhaltigkeit-für-viele-menschen-im-globalen-norden-verzicht-bedeutet-31674,"['Gesellschaft', 'Klimawandel']"
432,should-lgbtq+-conversion-therapy-be-banned-16111,"['Society', 'LGBTQ', 'Law', 'Health', 'Gender']"
433,should-juveniles-who-commit-violent-crime-be-treated-as-adults-in-the-criminal-justice-system-47200,"['Crime', 'Crimes', 'Violence', 'Juveniles', 'Justice']"
434,is-it-necessary-to-experience-suffering-16750,"['Philosophy', 'Ethics', 'Humans', 'Religion']"
435,is-there-a-place-for-a-uniform-in-todays-education-system-7043,"['School', 'Education', 'Children', 'Liberty']"
436,is-drag-turning-mainstream-hurting-lgbt-rights-30738,"['Drag', 'Trans', 'Gender', 'LGBTQ']"
437,demand-fully-automated-luxury-communism-34110,"['Economics', 'Politics', 'Communism', 'Automation', 'Work', 'Post-scarcity']"
438,are-humans-primarily-driven-by-self-interest-25215,"['Philosophy', 'Humans']"
439,why-does-something-exist-rather-than-nothing-63748,"['Philosophy', 'Metaphysical', 'God', 'Reality', 'Physics', 'Science']"
440,the-bible-teaches-that-creation-happened-in-six-literal-24-hour-days-under-10000-years-ago-47711,"['Bible', 'Science', 'Christianity', 'Religion', 'Evolution', 'Creationism']"
441,is-taylor-swifts-video-the-man-a-proper-representation-of-men-in-todays-society-34152,"['Feminism', 'Misogyny', 'Sexism', 'Men', 'Music']"
442,should-endometriosis-be-classified-as-a-disability-60836,"['Endometriosis', 'Disability', 'Health', 'Disease', 'Women']"
443,what-is-religions-role-in-worldwide-societal-development-54923,"['Religion', 'Society', 'Development', 'Slow']"
444,stew-and-bubble-tea-belong-in-the-same-category-not-matter-if-they-are-food-or-drink-44737,"['Food', 'Knowledge', 'Catagories']"
445,the-us-should-adopt-the-metric-system-of-units-2795,"['Politics', 'Science', 'USA', 'Law']"
446,julian-assange-ist-ein-journalist-32706,"['Assange', 'Whistlerblower', 'Wikileaks', 'Germany', 'Deutschland', 'Deutsch']"
447,all-weedkilling-chemical-products-should-be-banned-37335,"['Environment', 'Bees', 'Chemicals']"
448,did-a-divine-being-create-the-universe-31848,"['Intelligent', 'Design', 'Universe', 'Creationism', 'Creation', 'God']"
449,is-an-embryo-a-human-46237,"['HumanRights', 'Abortion', 'Humanism', 'Human', 'Rights']"
450,is-joe-biden-better-than-donald-trump-39949,"['Elections', 'Trump', 'Biden', 'USA', 'America']"
451,should-paternity-testing-be-mandatory-at-birth-51123,"['Paternity', 'Test', 'Fraud', 'Equality', 'Marriage', 'Children']"
452,are-humans-fundamentally-different-from-other-animals-9265,"['Philosophy', 'Society', 'Animals', 'Humans']"
453,can-man-made-climate-change-be-reversed-8337,"['Politics', 'Science', 'Environment', 'Earth', 'Government', 'ClimateChange']"
454,does-a-college-degree-guarantee-a-job-14140,"['Jobs', 'Education', 'Government', 'Future', 'Economics']"
455,is-the-constitution-nearly-dead-58800,"['ConstitutionOfUSA', 'Laws', 'ConstitutionalThreats']"
456,the-eu-farming-sector-needs-generational-renewal-59080,"['Farmer', 'Farm', 'Bioeconomy', 'Aging', 'Rural', 'Generations']"
457,should-homeschooling-be-banned-9647,"['Education', 'Policy', 'USA', 'Law', 'School', 'America']"
458,does-the-forward-party-have-the-best-platform-not-most-likely-to-win-of-any-political-party-in-america-56079,"['ForwardParty', 'Politics', 'PoliticalParty', 'AndrewYang']"
459,is-pornography-art-23651,"['Culture', 'Philosophy', 'Feminism', 'Sex', 'Art']"
460,should-all-drugs-be-legalised-7100,"['Drugs', 'Law', 'Health']"
461,is-it-time-to-free-the-nipple-toplessness-and-gender-equality-in-the-us-1922,"['Gender', 'Equality', 'Women', 'USA', 'Feminism', 'America']"
462,should-children-be-allowed-on-social-media-17797,"['Technology', 'Society', 'Education', 'Children']"
463,do-aliens-exist-1258,"['Space', 'Aliens', 'Science', 'Philosophy']"
464,should-bottled-water-be-banned-31761,"['Science', 'Pollution']"
465,will-robots-doing-work-be-better-or-worse-for-humans-64640,"['Robots', 'Jobs', 'Human', 'Evolution']"
466,should-trans-women-be-allowed-to-compete-in-womens-sports-29886,"['Transgender', 'Sports', 'Gender']"
467,it-takes-a-nation-to-defend-a-nation-59355,"['Resilience', 'Security', 'Defence', 'Defense', 'Society', 'Civilsociety']"
468,was-david-cameron-a-good-or-a-bad-prime-minister-39413,"['Cameron', 'Britain', 'Politics', 'Prime', 'Minister', 'Government']"
469,is-one-sex-partner-enough-39007,['Sex']
470,should-women-stay-at-home-to-raise-children-39952,"['Motherhood', 'Children', 'Women', 'Feminism']"
471,should-the-usa-break-up-into-smaller-distinct-nations-37721,"['UnitedStates', 'Balkanize', 'Balkanization', 'Politics', 'Geopolitics']"
472,scottish-independence-should-scotland-be-an-independent-country-8363,"['Politics', 'UK', 'Freedom', 'Europe']"
473,the-ethics-of-eating-animals-is-eating-meat-wrong-1229,"['AnimalRights', 'Meat', 'Vegetarian', 'Food', 'Health', 'Ethics']"
474,should-cascadia-secede-from-the-united-states-and-canada-60324,"['Cascadia', 'Bioregionalism']"
475,is-it-better-to-live-alone​-or-with-someone-22324,"['Society', 'Relationships', 'Humans']"
476,the-river-sidon-was-where-3853,"['Christianity', 'Geography', 'Knowledge', 'Ethics', 'Mormon', 'War']"
477,trump-did-not-call-white-supremacists-very-fine-people-30259,"['WhiteSupremacy', 'Trump', 'Charlottesville']"
478,should-we-worship-a-god-that-sends-people-to-hell-29870,"['God', 'Religion', 'Christianity', 'Faith']"
479,what-are-the-attributes-and-qualities-that-define-an-ideal-country-63818,"['Country', 'Nations', 'Idealism']"
480,will-countries-become-matriarchal-in-the-near-future-38103,"['Women', 'Female', 'Gender', 'Matriarchy', 'Society', 'Feminism']"
481,online-gambling-free-choice-or-addiction-47799,"['Gambling', 'Addiction']"
482,should-gambling-be-banned-in-europe-1027,"['Gambling', 'Law', 'Europe']"
483,is-free-trade-preferable-to-tariffs-for-the-united-states-23038,"['Politics', 'USA', 'Government', 'Economics']"
484,michael-jordan-is-the-goat-of-basketball-52902,"['LeBron', 'Basketball', 'Sports', 'Jordan']"
485,can-religions-and-the-lgbtq+-community-peacefully-coexist-52830,"['LGBTQ', 'Religion', 'Sexuality', 'Gender', 'Identity', 'Belief']"
486,the-healthiest-diet-for-man-contains-only-meat-and-animal-fats-35458,"['Carnivore', 'Diet']"
487,is-the-well-being-of-citizens-more-important-than-their-right-to-vote-58718,"['Rights', 'Voters', 'Democracy', 'Wellbeing', 'Competency']"
488,is-donation-charity-or-a-moral-obligation-63181,"['Donation', 'Morality', 'Famine', 'Affluence', 'Philosophy']"
489,is-organic-farming-better-than-conventional-farming-9613,"['Environment', 'Health', 'GMO', 'Science', 'ClimateChange']"
490,what-is-the-nature-of-reality-27131,"['Philosophy', 'Idealism', 'Materialism', 'Dualism', 'Monism', 'Metaphysical']"
491,in-advanced-high-speed-rail-network-important-for-europe-55592,"['Network', 'Europe', 'Infrastructure', 'High-speed', 'Rail', 'Train']"
492,is-the-palestinian-cause-a-just-cause-50598,"['Palestine', 'Islam', 'Isreal', 'Judaism', 'Peace', 'Justice']"
493,best-rock-band-64208,"['Music', 'Queen', 'Rock', 'ACDC', 'Beatles', 'Radiohead']"
494,what-are-the-ethics-of-totalitarianism-63158,"['@Totalitarianism', '@Government', '@Ethics']"
495,was-there-fraud-or-impropriety-in-the-us-2020-presidential-election-on-behalf-of-the-democratic-party-42499,"['Elections', 'USA', '2020', 'Fraud', 'Politics', 'Voting']"
496,children-voting-should-the-minimum-voting-age-be-abolished-8516,"['Politics', 'Law', 'Government', 'Elections']"
497,is-putins-attack-on-ukraine-unjustifiable-and-wrong-57456,"['Politics', 'War', 'Ukraine', 'Putin']"
498,should-programming-be-taught-in-primary-school-31178,"['Programming', 'Education', 'Society', 'Kids']"
499,best-nickelodeon-show-64784,['Television']
500,is-chatgpt-agi-62156,"['AGI', 'GPT', 'ChatGPT', 'AI', 'GPT-4']"
501,should-public-displays-of-affection-pda-be-allowed-in-middle-school-and-high-school-22714,"['Society', 'Politics', 'Education', 'Sex', 'Children', 'School']"
502,should-all-religions-be-banned-on-a-global-scale-15434,"['Religion', 'Philosophy', 'Ethics', 'Politics', 'Government']"
503,should-sensitive-social-and-political-topics-be-discussed-in-school-10214,"['Politics', 'USA', 'Society', 'Law', 'Education', 'School']"
504,socdem-or-demsoc-39360,"['Ethics', 'Policy', 'Politics', 'Philosophy', 'Economics', 'Morality']"
505,should-college-tuition-be-free-in-the-us-64327,"['UnitedStates', 'Schooling']"
